payments.Amount_in_USD,payments.Transaction_ID,users.devtodev_ID,payments.Date,users.Install_date
17.99,GPA.3306-2703-7476-65489,110600,1.5982E+12,1.5982E+12
3.99,GPA.3385-4871-3969-92802,111088,1.59831E+12,1.59831E+12
17.99,GPA.3314-1947-4801-92590,111088,1.59831E+12,1.59831E+12
3.99,GPA.3322-5052-9262-92565,111088,1.59831E+12,1.59831E+12
9.99,GPA.3317-1745-3536-09368,111088,1.59831E+12,1.59831E+12
5.0273986,GPA.3335-0312-7242-57306,20029,1.59605E+12,1.59605E+12
21.957712,GPA.3351-5468-6148-82784,20029,1.59606E+12,1.59605E+12
1.99,GPA.3373-6628-7209-63279,20119,1.59622E+12,1.59611E+12
1.99,GPA.3345-0290-7357-65685,20119,1.59622E+12,1.59611E+12
5.0512724,GPA.3323-8648-0788-99231,30129,1.59623E+12,1.59623E+12
5.0512724,GPA.3326-4699-5875-54985,30129,1.59623E+12,1.59623E+12
5.0512724,GPA.3356-2785-3287-78840,30129,1.59623E+12,1.59623E+12
5.0512724,GPA.3325-8687-6581-56214,30129,1.59623E+12,1.59623E+12
2.4542172,GPA.3323-4378-7924-76876,30129,1.59623E+12,1.59623E+12
5.0512724,GPA.3356-8214-0299-33222,30129,1.59623E+12,1.59623E+12
5.0512724,GPA.3352-9994-1471-80095,30129,1.59623E+12,1.59623E+12
5.0512724,GPA.3313-0478-9511-40509,30129,1.59623E+12,1.59623E+12
17.99,GPA.3320-5377-9305-53941,110141,1.59838E+12,1.59806E+12
3.99,GPA.3399-9440-6310-42742,110141,1.59841E+12,1.59806E+12
90.7283,GPA.3328-3738-2176-61421,115467,1.59846E+12,1.59846E+12
5.089518,GPA.3362-7490-8716-01037,30129,1.59645E+12,1.59623E+12
5.089518,GPA.3367-9796-8429-96254,30129,1.59645E+12,1.59623E+12
22.229025,GPA.3345-1070-3800-77877,20029,1.59646E+12,1.59605E+12
5.0907435,GPA.3392-2932-7290-95373,30129,1.59659E+12,1.59623E+12
2.4733946,GPA.3317-6106-8738-19056,30129,1.59659E+12,1.59623E+12
5.0907435,GPA.3380-5763-6575-05772,30129,1.59659E+12,1.59623E+12
3.99,GPA.3324-0615-5919-89271,70106,1.59685E+12,1.59685E+12
1.99,GPA.3329-7984-5860-45180,45025,1.59688E+12,1.59665E+12
5.0764537,GPA.3337-9318-0578-22882,70517,1.59704E+12,1.59704E+12
5.0764537,GPA.3394-5477-4619-88793,70631,1.59709E+12,1.59709E+12
3.99,GPA.3393-0571-8548-93237,70656,1.5971E+12,1.5971E+12
22.233185,GPA.3306-8391-9057-24581,10056,1.59716E+12,1.59587E+12
2.4732618,GPA.3308-7935-2141-37344,10056,1.59717E+12,1.59587E+12
1.99,GPA.3354-2862-8864-46010,85009,1.59724E+12,1.59724E+12
5.068107,GPA.3316-5895-2195-97530,20029,1.59724E+12,1.59605E+12
3.99,GPA.3318-4555-5094-11423,85009,1.59725E+12,1.59724E+12
1.99,GPA.3382-7297-2533-28753,85009,1.59725E+12,1.59724E+12
1.99,GPA.3385-2314-4875-37498,85009,1.59725E+12,1.59724E+12
1.99,GPA.3345-7262-1946-03987,85009,1.59727E+12,1.59724E+12
3.99,GPA.3338-9758-4929-12840,85009,1.59727E+12,1.59724E+12
3.99,GPA.3346-6241-4808-80396,85009,1.59727E+12,1.59724E+12
1.99,GPA.3309-7235-7012-79416,85009,1.59727E+12,1.59724E+12
3.99,GPA.3320-7825-3233-68365,85009,1.59727E+12,1.59724E+12
1.99,GPA.3351-8717-0368-18169,85009,1.59727E+12,1.59724E+12
1.99,GPA.3307-7059-7665-90306,85009,1.59728E+12,1.59724E+12
3.99,GPA.3327-8411-3486-54114,85009,1.59729E+12,1.59724E+12
1.99,GPA.3322-0679-7688-85631,85009,1.59729E+12,1.59724E+12
1.99,GPA.3343-6894-6935-27880,85009,1.59729E+12,1.59724E+12
3.99,GPA.3361-1823-0124-53335,85009,1.59729E+12,1.59724E+12
22.181547,GPA.3305-2345-7301-55054,95014,1.59742E+12,1.59742E+12
22.181547,GPA.3326-8591-7306-18407,95014,1.59748E+12,1.59742E+12
5.0906506,GPA.3306-9303-3677-24999,95394,1.59766E+12,1.59765E+12
5.0906506,GPA.3341-8757-0513-33218,95394,1.59766E+12,1.59765E+12
5.0906506,GPA.3312-3384-6214-18327,95394,1.59766E+12,1.59765E+12
2.4733493,GPA.3302-7568-3232-72788,95394,1.59766E+12,1.59765E+12
5.0906506,GPA.3320-5469-6004-45320,95394,1.59766E+12,1.59765E+12
5.0906506,GPA.3319-3253-4678-24765,95394,1.59766E+12,1.59765E+12
17.99,GPA.3312-0453-5357-32125,105534,1.59796E+12,1.59795E+12
3.99,GPA.3304-1144-9404-22744,105534,1.59796E+12,1.59795E+12
19.99,GPA.3363-6917-7370-53287,110089,1.59803E+12,1.59803E+12
17.99,GPA.3393-0718-7484-58914,105534,1.59806E+12,1.59795E+12
1.99,GPA.3373-2374-2653-48404,110141,1.59806E+12,1.59806E+12
1.99,GPA.3325-4569-2024-65183,110956,1.59835E+12,1.59829E+12
1.99,GPA.3392-6356-5622-62706,110956,1.59835E+12,1.59829E+12
3.99,GPA.3364-6189-6177-24725,110956,1.59835E+12,1.59829E+12
17.99,GPA.3337-1174-7033-10834,110141,1.59837E+12,1.59806E+12
3.99,GPA.3345-3734-4587-12430,110932,1.5984E+12,1.59828E+12
2.344127,GPA.3344-3471-9327-91781,115292,1.59842E+12,1.59842E+12
5.0815334,GPA.3303-2039-6770-69070,50012,1.59735E+12,1.59666E+12
3.99,GPA.3312-7516-7931-61057,90069,1.5974E+12,1.5974E+12
3.99,GPA.3317-3463-4252-78530,90069,1.5974E+12,1.5974E+12
3.99,GPA.3386-7648-5226-51592,90069,1.5974E+12,1.5974E+12
22.23397,GPA.3300-6436-4169-71858,95356,1.59763E+12,1.59763E+12
19.99,GPA.3388-3804-6446-54371,95364,1.59763E+12,1.59763E+12
3.99,GPA.3375-0887-4305-47980,95364,1.59763E+12,1.59763E+12
22.23397,GPA.3379-6133-7377-98717,95356,1.59767E+12,1.59763E+12
5.0906506,GPA.3350-9942-9216-68751,95356,1.59771E+12,1.59763E+12
3.99,GPA.3308-2777-2663-77378,105041,1.59789E+12,1.59777E+12
3.99,GPA.3391-4436-3753-90706,105469,1.59792E+12,1.59792E+12
17.99,GPA.3338-7141-5333-09590,90069,1.59822E+12,1.5974E+12
17.99,GPA.3383-5853-1648-29026,110932,1.59829E+12,1.59828E+12
5.0918164,GPA.3359-7335-1328-87985,111097,1.59831E+12,1.59831E+12
5.0918164,GPA.3316-2364-7461-44533,111097,1.59831E+12,1.59831E+12
24.87989,GPA.3317-3947-6244-92319,20020,1.59845E+12,1.59603E+12
22.259577,GPA.3373-4080-8822-51537,20020,1.59845E+12,1.59603E+12
22.259577,GPA.3395-8861-8749-66790,20020,1.59846E+12,1.59603E+12
2.4731324,GPA.3333-3278-8096-53013,30330,1.59638E+12,1.59638E+12
1.99,GPA.3331-5882-3122-37778,70016,1.59681E+12,1.59681E+12
4.682445,GPA.3318-9127-5651-41353,70190,1.5969E+12,1.59689E+12
4.682445,GPA.3394-2744-0500-45455,70190,1.5969E+12,1.59689E+12
4.682445,GPA.3329-9777-9707-80171,70190,1.5969E+12,1.59689E+12
20.194397,GPA.3334-6553-5978-29621,70190,1.5969E+12,1.59689E+12
20.03146,GPA.3384-3748-5196-84316,70190,1.59697E+12,1.59689E+12
20.03146,GPA.3369-5538-2615-47461,70190,1.59697E+12,1.59689E+12
20.03146,GPA.3356-7872-6004-13844,70190,1.59699E+12,1.59689E+12
3.99,GPA.3375-0707-3473-00801,80028,1.59719E+12,1.59717E+12
17.99,GPA.3312-5786-4561-81236,85145,1.59743E+12,1.59732E+12
17.99,GPA.3307-7889-9962-96749,85145,1.59745E+12,1.59732E+12
3.99,GPA.3367-1098-5646-40134,95325,1.59768E+12,1.59761E+12
3.99,GPA.3341-2470-8612-64805,95541,1.59773E+12,1.59773E+12
3.99,GPA.3369-8243-9623-73883,95541,1.59773E+12,1.59773E+12
3.99,GPA.3335-8709-8271-43263,95541,1.59773E+12,1.59773E+12
3.99,GPA.3310-2890-9507-02287,95541,1.59773E+12,1.59773E+12
3.99,GPA.3340-0482-1236-59621,95541,1.59776E+12,1.59773E+12
1.99,GPA.3376-1321-3920-20994,95541,1.59777E+12,1.59773E+12
3.99,GPA.3374-5970-9472-25375,95541,1.59777E+12,1.59773E+12
3.99,GPA.3330-5448-0249-29459,95541,1.59777E+12,1.59773E+12
17.99,GPA.3335-8912-4904-51684,85145,1.59779E+12,1.59732E+12
3.99,GPA.3334-4386-5791-16248,105088,1.59795E+12,1.59778E+12
3.99,GPA.3312-2086-4716-91225,105088,1.59795E+12,1.59778E+12
3.99,GPA.3392-5696-8376-60919,105088,1.59795E+12,1.59778E+12
17.99,GPA.3325-3764-9208-47599,105088,1.59795E+12,1.59778E+12
3.99,GPA.3302-8164-6547-22695,105088,1.59813E+12,1.59778E+12
1.99,GPA.3381-6606-4673-77717,110476,1.59816E+12,1.59815E+12
3.99,GPA.3353-8163-9594-89193,95541,1.5983E+12,1.59773E+12
4.1050687,GPA.3372-4405-4168-91222,10124,1.59608E+12,1.59591E+12
3.99,GPA.3314-0057-6536-56334,115283,1.59846E+12,1.59842E+12
1.99,GPA.3394-2437-1568-82698,115426,1.59846E+12,1.59845E+12
1.99,GPA.3377-8561-0142-89051,75023,1.59715E+12,1.59715E+12
1.99,GPA.3319-3333-5560-57193,75023,1.59717E+12,1.59715E+12
3.99,GPA.3374-4300-6707-62519,75023,1.59717E+12,1.59715E+12
5.107373,GPA.3382-6839-7471-32511,95486,1.59775E+12,1.5977E+12
5.107373,GPA.3385-2412-2070-47245,95101,1.59783E+12,1.59748E+12
3.99,GPA.3369-3714-9530-77096,105508,1.59794E+12,1.59793E+12
1.99,GPA.3345-6524-8292-62753,110163,1.59808E+12,1.59807E+12
3.99,GPA.3367-0466-9317-43325,110239,1.59815E+12,1.59811E+12
3.99,GPA.3386-4833-9018-01282,110239,1.59815E+12,1.59811E+12
17.99,GPA.3364-1371-8494-56850,110239,1.59829E+12,1.59811E+12
3.99,GPA.3336-8286-6837-44375,110239,1.59832E+12,1.59811E+12
3.99,GPA.3381-9547-7463-85888,110945,1.59836E+12,1.59828E+12
5.0273986,GPA.3384-9205-6287-45765,20084,1.59609E+12,1.59609E+12
5.0273986,GPA.3354-2056-8142-47274,20084,1.59609E+12,1.59609E+12
5.0273986,GPA.3355-6555-3334-95074,20084,1.59609E+12,1.59609E+12
5.0273986,GPA.3308-3403-1856-69271,20110,1.59611E+12,1.59611E+12
5.0273986,GPA.3331-3685-0417-99222,20110,1.59611E+12,1.59611E+12
5.0273986,GPA.3339-9929-0262-87931,20084,1.59611E+12,1.59609E+12
3.99,GPA.3330-5992-9446-14042,115297,1.59842E+12,1.59842E+12
3.99,GPA.3321-8241-0246-46863,20030,1.59733E+12,1.59605E+12
4.6336355,GPA.3341-7456-2412-55237,90061,1.59748E+12,1.59739E+12
22.479195,GPA.3376-7736-7454-30844,110384,1.59813E+12,1.59813E+12
34.99,GPA.3341-9135-8522-07311,110680,1.59821E+12,1.59821E+12
1.99,GPA.3321-8995-7710-21092,110680,1.59822E+12,1.59821E+12
5.0902042,GPA.3342-0985-6392-95005,20084,1.59636E+12,1.59609E+12
38.542374,GPA.3387-5105-5623-57530,30342,1.59642E+12,1.59638E+12
17.99,GPA.3324-5296-6303-13491,40084,1.59658E+12,1.59658E+12
89.99,GPA.3347-8758-1472-05220,95130,1.5975E+12,1.5975E+12
17.99,GPA.3351-2124-7891-57679,95130,1.5975E+12,1.5975E+12
1.99,GPA.3389-6108-7493-75506,95545,1.59773E+12,1.59773E+12
3.99,GPA.3365-5656-6105-14589,95545,1.59773E+12,1.59773E+12
3.99,GPA.3350-6044-8011-30138,95545,1.59773E+12,1.59773E+12
3.99,GPA.3389-5949-7705-23577,95545,1.59777E+12,1.59773E+12
3.99,GPA.3390-8387-3323-22473,105408,1.5979E+12,1.59789E+12
3.99,GPA.3397-3582-3362-89222,105417,1.5979E+12,1.5979E+12
17.99,GPA.3383-0311-5883-77900,105417,1.5979E+12,1.5979E+12
17.99,GPA.3392-9281-5665-50072,105417,1.59804E+12,1.5979E+12
17.99,GPA.3308-0034-0139-86153,30216,1.59631E+12,1.59631E+12
3.99,GPA.3366-6770-5396-26284,30216,1.59631E+12,1.59631E+12
19.99,GPA.3329-7252-7323-27182,30460,1.59643E+12,1.59643E+12
17.99,GPA.3310-4481-0524-29714,30460,1.59643E+12,1.59643E+12
3.99,GPA.3352-0851-7929-00042,35180,1.59652E+12,1.59652E+12
3.99,GPA.3371-3267-1458-41635,40046,1.59656E+12,1.59656E+12
2.442618,GPA.3368-5047-6213-26305,10065,1.59606E+12,1.59587E+12
3.99,GPA.3338-6780-8206-36567,115125,1.59839E+12,1.59839E+12
3.99,GPA.3304-7470-8674-60076,115119,1.59839E+12,1.59839E+12
3.99,GPA.3306-3656-6200-09758,115254,1.59841E+12,1.59841E+12
3.99,GPA.3300-8027-1141-24567,115271,1.59842E+12,1.59841E+12
3.99,GPA.3321-2784-9106-64946,115281,1.59842E+12,1.59842E+12
3.99,GPA.3312-1071-8722-43291,115281,1.59842E+12,1.59842E+12
3.99,GPA.3361-2166-5285-28678,115281,1.59848E+12,1.59842E+12
5.1021147,GPA.3371-5905-9756-44678,70151,1.59688E+12,1.59687E+12
5.1021147,GPA.3359-8005-9882-40705,70151,1.59688E+12,1.59687E+12
2.4789193,GPA.3351-8065-1512-83422,70151,1.59688E+12,1.59687E+12
3.99,GPA.3365-2797-8767-40062,70650,1.59736E+12,1.59709E+12
3.99,GPA.3317-6214-0665-63280,105439,1.59791E+12,1.59791E+12
3.99,GPA.3370-3426-3642-67750,105439,1.59791E+12,1.59791E+12
17.99,GPA.3330-3175-0466-15298,105439,1.59791E+12,1.59791E+12
17.99,GPA.3381-0386-1604-95128,105646,1.59799E+12,1.59799E+12
33.734093,GPA.3394-8692-2226-14191,30167,1.59627E+12,1.59627E+12
17.99,GPA.3319-2719-5613-82955,30302,1.59636E+12,1.59636E+12
17.99,GPA.3389-2125-7005-89643,30302,1.59636E+12,1.59636E+12
17.99,GPA.3332-0942-0418-36150,30302,1.59639E+12,1.59636E+12
17.99,GPA.3349-4473-4621-44743,30302,1.59639E+12,1.59636E+12
3.99,GPA.3361-2634-5092-33903,70033,1.59682E+12,1.59682E+12
22.259577,GPA.3330-3893-6142-21559,111303,1.59846E+12,1.59836E+12
5.096513,GPA.3313-0764-7562-94977,111303,1.59846E+12,1.59836E+12
2.4731324,GPA.3397-0057-7922-00218,30329,1.59638E+12,1.59638E+12
5.0902042,GPA.3372-0536-5722-68635,30329,1.59638E+12,1.59638E+12
5.0902042,GPA.3332-2125-2497-71227,30329,1.59638E+12,1.59638E+12
5.0902042,GPA.3396-8437-6852-31920,30329,1.59638E+12,1.59638E+12
5.0902042,GPA.3388-0992-0807-89804,30329,1.59638E+12,1.59638E+12
2.4731324,GPA.3339-2476-0153-67313,30329,1.59638E+12,1.59638E+12
2.4731324,GPA.3360-3632-8909-84736,30329,1.59638E+12,1.59638E+12
5.0902042,GPA.3399-9947-5131-22634,30329,1.59638E+12,1.59638E+12
5.0902042,GPA.3348-4242-6472-15755,30329,1.59639E+12,1.59638E+12
5.0902042,GPA.3302-9566-8194-87511,30329,1.59639E+12,1.59638E+12
5.0902042,GPA.3393-6766-1843-99413,30329,1.59639E+12,1.59638E+12
3.99,GPA.3300-2092-2919-28535,30351,1.59639E+12,1.59638E+12
5.0902042,GPA.3399-0777-4267-84050,30329,1.59639E+12,1.59638E+12
5.0902042,GPA.3371-9759-8035-51968,30329,1.59639E+12,1.59638E+12
5.0902042,GPA.3304-8777-8076-89987,30329,1.59639E+12,1.59638E+12
2.4731324,GPA.3391-0495-8977-46693,30329,1.59639E+12,1.59638E+12
5.0902042,GPA.3306-1964-9026-47774,30329,1.59639E+12,1.59638E+12
2.4731324,GPA.3343-3958-7100-43474,30329,1.59639E+12,1.59638E+12
5.0902042,GPA.3384-8287-5431-53190,30329,1.5964E+12,1.59638E+12
2.4731324,GPA.3341-0910-8508-71315,30329,1.5964E+12,1.59638E+12
2.4731324,GPA.3363-8360-3500-83599,30329,1.5964E+12,1.59638E+12
5.0902042,GPA.3347-9783-7174-94349,30329,1.5964E+12,1.59638E+12
1.99,GPA.3322-4800-5732-25792,70208,1.5969E+12,1.5969E+12
17.99,GPA.3351-2338-7939-22136,70208,1.59691E+12,1.5969E+12
1.99,GPA.3305-4399-3909-20621,70208,1.59691E+12,1.5969E+12
3.99,GPA.3348-0232-1111-91898,30351,1.59691E+12,1.59638E+12
5.0904703,GPA.3323-5943-3786-99154,75026,1.59715E+12,1.59715E+12
5.0904703,GPA.3377-4712-9733-05512,75026,1.59715E+12,1.59715E+12
3.99,GPA.3355-0210-7583-55771,85034,1.59725E+12,1.59725E+12
3.99,GPA.3374-3242-2620-24750,85034,1.59725E+12,1.59725E+12
3.99,GPA.3317-0380-3336-48736,85094,1.59729E+12,1.59729E+12
17.99,GPA.3397-3048-4629-67881,85094,1.59729E+12,1.59729E+12
3.99,GPA.3368-1710-6295-47367,85094,1.59734E+12,1.59729E+12
3.99,GPA.3394-6286-5935-32611,85094,1.59734E+12,1.59729E+12
3.99,GPA.3379-4537-4037-67708,85094,1.59734E+12,1.59729E+12
3.99,GPA.3310-7775-1801-24458,85094,1.59735E+12,1.59729E+12
17.99,GPA.3314-8267-2817-56377,85094,1.59739E+12,1.59729E+12
3.99,GPA.3302-3138-1839-38452,85094,1.59739E+12,1.59729E+12
3.99,GPA.3323-4647-3165-57614,85094,1.5974E+12,1.59729E+12
3.99,GPA.3356-0886-9647-36367,85094,1.5974E+12,1.59729E+12
17.99,GPA.3337-4979-5589-57874,85094,1.59741E+12,1.59729E+12
17.99,GPA.3360-4763-7710-02410,85034,1.59745E+12,1.59725E+12
20.193624,GPA.3311-1702-0406-23832,105213,1.59783E+12,1.59783E+12
20.263916,GPA.3346-7043-8596-36975,105213,1.59791E+12,1.59783E+12
2.3094637,GPA.3351-6757-5337-09002,105213,1.59791E+12,1.59783E+12
19.99,GPA.3351-5936-3196-78303,105478,1.59797E+12,1.59792E+12
17.99,GPA.3372-2419-9306-13700,105478,1.59797E+12,1.59792E+12
17.99,GPA.3365-9178-4681-13389,105611,1.59798E+12,1.59798E+12
9.99,GPA.3386-1174-7106-68097,105611,1.59799E+12,1.59798E+12
19.99,GPA.3314-4183-8057-96370,105611,1.59799E+12,1.59798E+12
3.99,GPA.3364-2533-6569-16868,105611,1.59799E+12,1.59798E+12
17.99,GPA.3379-9774-5414-35490,105611,1.59799E+12,1.59798E+12
3.99,GPA.3356-3868-1062-73778,105478,1.59804E+12,1.59792E+12
1.99,GPA.3379-4344-6433-45709,105478,1.59805E+12,1.59792E+12
3.99,GPA.3388-7141-8036-09161,105478,1.59805E+12,1.59792E+12
3.99,GPA.3341-4277-7611-57890,110887,1.59827E+12,1.59827E+12
3.99,GPA.3323-4137-6968-74445,110887,1.59827E+12,1.59827E+12
24.851759,GPA.3382-9465-1661-50219,111303,1.59836E+12,1.59836E+12
17.99,GPA.3350-4116-0906-33234,115104,1.59839E+12,1.59838E+12
5.096513,GPA.3364-3144-1653-72280,110745,1.59843E+12,1.59823E+12
4.655066,GPA.3397-4288-0077-18137,115369,1.59844E+12,1.59844E+12
4.655066,GPA.3370-2249-8522-81417,115369,1.59844E+12,1.59844E+12
4.655066,GPA.3398-0775-5372-52938,115369,1.59844E+12,1.59844E+12
4.6664896,GPA.3338-0154-1767-93437,65170,1.59681E+12,1.59679E+12
3.99,GPA.3389-0557-4441-23481,70026,1.59682E+12,1.59682E+12
3.99,GPA.3315-7526-2279-99490,70172,1.59689E+12,1.59689E+12
3.99,GPA.3377-1984-5398-98092,70172,1.59689E+12,1.59689E+12
17.99,GPA.3389-9744-8767-71870,70172,1.59689E+12,1.59689E+12
1.99,GPA.3368-1153-7294-12251,70172,1.59689E+12,1.59689E+12
3.99,GPA.3357-9367-4685-32061,70172,1.59689E+12,1.59689E+12
4.6664896,GPA.3337-0015-5420-58855,65170,1.59689E+12,1.59679E+12
4.1473556,GPA.3376-8345-6150-84450,90035,1.59737E+12,1.59737E+12
5.078647,GPA.3345-0139-7270-36115,95134,1.5975E+12,1.5975E+12
2.5006285,GPA.3346-8973-2344-92478,15024,1.59811E+12,1.59594E+12
19.99,GPA.3302-1336-8109-97242,110648,1.5982E+12,1.5982E+12
17.99,GPA.3332-7663-1250-78836,110648,1.59821E+12,1.5982E+12
24.856964,GPA.3371-8856-8132-35646,110660,1.59821E+12,1.59821E+12
5.0918164,GPA.3357-1795-0671-96096,110660,1.59821E+12,1.59821E+12
5.0918164,GPA.3305-9926-0954-55543,110745,1.59823E+12,1.59823E+12
2.4739158,GPA.3386-0706-0317-57767,110745,1.59823E+12,1.59823E+12
2.4739158,GPA.3365-4747-8984-67880,110745,1.59823E+12,1.59823E+12
2.4739158,GPA.3303-0137-8209-90888,110745,1.59823E+12,1.59823E+12
2.4739158,GPA.3370-8893-6029-15268,110745,1.59823E+12,1.59823E+12
5.0918164,GPA.3309-6649-0964-20670,111079,1.59831E+12,1.59831E+12
5.0273986,GPA.3394-9943-6861-79391,20014,1.59605E+12,1.59602E+12
3.99,GPA.3356-5753-8685-15020,20088,1.59614E+12,1.59609E+12
3.99,GPA.3395-9591-8586-58813,20088,1.59615E+12,1.59609E+12
17.99,GPA.3338-8829-8450-32801,20088,1.59622E+12,1.59609E+12
4.1042185,GPA.3347-6633-7191-86219,70703,1.59712E+12,1.59711E+12
19.99,GPA.3326-1422-2740-63879,70689,1.59718E+12,1.59711E+12
17.99,GPA.3306-7395-6352-82331,70689,1.5972E+12,1.59711E+12
3.99,GPA.3318-7094-9720-37108,70689,1.59721E+12,1.59711E+12
19.99,GPA.3337-0423-4772-38698,110138,1.5981E+12,1.59806E+12
3.99,GPA.3367-4172-0165-37245,110138,1.5981E+12,1.59806E+12
17.99,GPA.3387-6368-8154-05660,20088,1.59813E+12,1.59609E+12
5.0918164,GPA.3346-9535-3709-15770,110879,1.59827E+12,1.59827E+12
22.239063,GPA.3335-3036-4606-46437,110879,1.59827E+12,1.59827E+12
3.99,GPA.3327-6882-9341-91176,110777,1.5983E+12,1.59824E+12
3.99,GPA.3336-7461-4755-64691,30320,1.59637E+12,1.59637E+12
3.99,GPA.3399-5248-0952-19345,30320,1.59637E+12,1.59637E+12
3.99,GPA.3371-5457-4662-83774,30320,1.59641E+12,1.59637E+12
22.295506,GPA.3336-7107-2016-60133,65024,1.59673E+12,1.59673E+12
24.92005,GPA.3384-0985-2319-47156,65024,1.59674E+12,1.59673E+12
22.295506,GPA.3369-6282-9264-58017,65024,1.59674E+12,1.59673E+12
22.295506,GPA.3358-4229-7334-65410,65024,1.59674E+12,1.59673E+12
22.295506,GPA.3304-3859-4715-44931,65024,1.59674E+12,1.59673E+12
3.99,GPA.3324-7962-0391-43154,30320,1.59675E+12,1.59637E+12
3.99,GPA.3381-0550-0710-73445,30320,1.59675E+12,1.59637E+12
3.99,GPA.3311-7723-6687-71999,30320,1.59685E+12,1.59637E+12
3.99,GPA.3398-4863-2865-13572,30320,1.59686E+12,1.59637E+12
4.647649,GPA.3321-4929-6111-22427,15108,1.59599E+12,1.59598E+12
17.99,GPA.3342-5127-2372-76874,115246,1.59841E+12,1.59841E+12
4.115985,GPA.3394-0157-4916-57670,85106,1.59729E+12,1.59729E+12
4.1473556,GPA.3352-7480-8058-25644,85106,1.59737E+12,1.59729E+12
18.122963,GPA.3314-5135-7755-64952,85106,1.59737E+12,1.59729E+12
3.99,GPA.3379-9016-9961-08014,95156,1.59751E+12,1.59751E+12
3.99,GPA.3333-4106-0450-42952,95359,1.59763E+12,1.59763E+12
20.075266,GPA.3307-7750-3716-03401,95096,1.5977E+12,1.59748E+12
20.075266,GPA.3333-4622-2141-82434,95096,1.5977E+12,1.59748E+12
2.2879636,GPA.3308-4736-8158-33110,95096,1.5977E+12,1.59748E+12
38.723248,GPA.3359-1213-1592-15315,95096,1.59771E+12,1.59748E+12
2.2879636,GPA.3310-4059-8662-85280,95096,1.59771E+12,1.59748E+12
5.107373,GPA.3328-8977-1555-64122,105011,1.59776E+12,1.59776E+12
5.107373,GPA.3342-4418-6365-43353,105011,1.59776E+12,1.59776E+12
4.6822658,GPA.3370-9283-2555-67205,105007,1.59776E+12,1.59776E+12
22.307009,GPA.3385-9468-2536-88992,105011,1.59778E+12,1.59776E+12
2.4814742,GPA.3335-1944-2203-68497,105011,1.59778E+12,1.59776E+12
5.107373,GPA.3371-7102-6668-67844,105011,1.59778E+12,1.59776E+12
5.107373,GPA.3309-2468-8498-58261,105218,1.59783E+12,1.59783E+12
5.107373,GPA.3399-0255-3504-60124,105218,1.59783E+12,1.59783E+12
22.307009,GPA.3370-9792-5828-52292,105218,1.59783E+12,1.59783E+12
5.107373,GPA.3366-0882-9039-81015,105218,1.59788E+12,1.59783E+12
19.99,GPA.3320-9867-8428-03883,110258,1.59811E+12,1.59811E+12
3.99,GPA.3344-2741-2602-40004,110258,1.59811E+12,1.59811E+12
3.99,GPA.3388-0321-7875-12261,110778,1.59824E+12,1.59824E+12
3.99,GPA.3306-2855-8499-09772,110778,1.59824E+12,1.59824E+12
5.0918164,GPA.3322-6680-6973-29525,105218,1.59828E+12,1.59783E+12
5.0918164,GPA.3314-6031-1230-61990,110923,1.59828E+12,1.59828E+12
5.0918164,GPA.3361-3571-6166-50641,110923,1.59828E+12,1.59828E+12
24.856964,GPA.3398-6247-9893-79959,110187,1.59829E+12,1.5981E+12
5.0918164,GPA.3338-0481-3164-32615,110187,1.59829E+12,1.5981E+12
17.99,GPA.3340-1479-9900-69512,111133,1.59832E+12,1.59832E+12
3.99,GPA.3350-4323-0942-59091,30483,1.59644E+12,1.59644E+12
22.229025,GPA.3374-0299-6968-89089,35010,1.59646E+12,1.59645E+12
3.99,GPA.3317-5235-9988-26695,35183,1.59652E+12,1.59652E+12
3.99,GPA.3336-7241-9207-04176,50024,1.59682E+12,1.59666E+12
5.096513,GPA.3312-4067-7231-25232,115357,1.59844E+12,1.59844E+12
5.096513,GPA.3352-9311-0115-74653,115357,1.59844E+12,1.59844E+12
22.259577,GPA.3394-8715-0049-97625,115357,1.59844E+12,1.59844E+12
3.99,GPA.3369-0470-9035-19325,70501,1.59703E+12,1.59703E+12
3.99,GPA.3361-3045-5371-82449,105345,1.59791E+12,1.59788E+12
3.99,GPA.3346-7280-6394-31676,105345,1.59792E+12,1.59788E+12
3.99,GPA.3351-4995-0954-23369,105345,1.59799E+12,1.59788E+12
3.99,GPA.3310-1907-2543-92204,105345,1.59801E+12,1.59788E+12
5.0918164,GPA.3392-0697-2672-27671,110555,1.59819E+12,1.59819E+12
5.0918164,GPA.3338-2818-2879-00820,110555,1.59819E+12,1.59819E+12
19.99,GPA.3392-7697-7963-68637,110718,1.59822E+12,1.59822E+12
17.99,GPA.3356-0004-7424-39561,110718,1.59822E+12,1.59822E+12
17.99,GPA.3319-3936-4305-46573,70053,1.59692E+12,1.59683E+12
1.99,GPA.3311-1788-2996-13689,70053,1.59693E+12,1.59683E+12
3.99,GPA.3312-7859-3060-21731,70053,1.59701E+12,1.59683E+12
3.99,GPA.3322-0547-0924-21075,70053,1.59701E+12,1.59683E+12
3.99,GPA.3325-0714-1291-11901,70053,1.59703E+12,1.59683E+12
2.4733493,GPA.3304-4454-6533-49247,95251,1.59757E+12,1.59757E+12
4.137931,GPA.3374-0670-3280-06099,80059,1.5976E+12,1.59719E+12
4.137931,GPA.3354-2078-1520-47008,80059,1.5976E+12,1.59719E+12
